time/total_timesteps,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/loss,curriculum/stage,train/stage_learning_rate,train/learning_rate,train/clip_range,train/approx_kl,train/value_loss,train/explained_variance,curriculum/stage_timesteps,train/entropy_loss,train/n_updates,train/clip_fraction,curriculum/max_steps,curriculum/grid_size,train/policy_gradient_loss,train/ent_coef,curriculum/obs_quantity,eval/stage_timesteps,eval/mean_ep_length,eval/mean_reward,eval/full_coverage_rate,eval/stage,eval/std_reward,eval/deterministic,eval/std_ep_length
1658880,1,258.61,3,1588,6.020727634429932,,3,0.0001,,,,,,819200,,,,440,11,,0.015,15,,,,,,,,
1664000,2,256.78,7,1365,6.2543230056762695,0.3259263038635254,,,0.0001,0.2,0.0032243982,0.6372422134876251,0.5246925950050354,,-0.30294873744249345,1617,0.04609375,,,-0.0014262397354468702,,,,,,,,,,
1669120,3,250.44,11,1327,6.3589091300964355,0.338282972574234,,,0.0001,0.2,0.003694664,0.7041762045025826,0.4394108057022095,,-0.3199258786439896,1622,0.0384375,,,-0.0016395000694319605,,,,,,,,,,
1674240,4,252.25,15,1291,6.306597709655762,0.26900845766067505,,,0.0001,0.2,0.007959356,0.7558959084749222,0.46965616941452026,,-0.33702328711748125,1627,0.0509765625,,,-0.0026616497011855244,,,,,,,,,,
1679360,5,249.1,20,1267,6.4953389167785645,0.17006391286849976,,,0.0001,0.2,0.00926408,0.6605909296870232,0.4429512619972229,,-0.3512636920809746,1632,0.0577734375,,,-0.0022234082780778408,,,,,,,,,,
1684480,6,254.94,24,1260,6.405249118804932,0.4173164665699005,,,0.0001,0.2,0.0057303193,0.7358270761370659,0.183529794216156,,-0.37482733637094495,1637,0.05484375,,,-0.0022086604172363877,,,,,,,,,,
1689600,7,253.96,28,1257,6.364456653594971,0.28516244888305664,,,0.0001,0.2,0.0056089563,0.5329037648439408,0.3477894067764282,,-0.3728919962048531,1642,0.0507421875,,,-0.001976137021556497,,,,,,,,,,
1694720,8,265.48,32,1254,6.134843349456787,0.214735209941864,,,0.0001,0.2,0.004800027,0.5705825540423394,0.35199981927871704,,-0.3672618466615677,1647,0.0467578125,,,-0.0027169378660619257,,,,,,,,,,
1699840,9,265.22,36,1255,6.243317127227783,0.2917482852935791,,,0.0001,0.2,0.0064407983,0.5528550970554352,0.389559805393219,,-0.39012225091457364,1652,0.065859375,,,-0.0018822416057810187,,,,,,,,,,
1704960,10,268.72,40,1253,6.211297988891602,0.25501179695129395,,,0.0001,0.2,0.0053291153,0.5938034862279892,0.17929726839065552,,-0.3784739798307419,1657,0.0591015625,,,-0.0014695181278511881,,,,,,,,,,
,,,,,,0.29128310084342957,,,0.0001,0.2,0.005221245,0.5432652848958969,0.3789736032485962,,-0.393322027027607,1662,0.047265625,,,-0.001211605197750032,,,870400,261.69,6.158468435406685,0.84,3,2.5765486222467273,0,96.4619816300702
1710080,1,274.43,3,1617,5.9135870933532715,,3,0.0001,,,,,,870400,,,,440,11,,0.015,15,,,,,,,,
1715200,2,280.88,7,1394,5.812620162963867,0.1976429522037506,,,0.0001,0.2,0.0038348325,0.4358301103115082,0.43436580896377563,,-0.37842009514570235,1667,0.0441015625,,,-0.0016006995737552644,,,,,,,,,,
1720320,3,281.35,11,1332,5.8160223960876465,0.26189249753952026,,,0.0001,0.2,0.0054159653,0.47555915400385856,0.3530053496360779,,-0.39007852792739867,1672,0.040078125,,,-0.002086183591745794,,,,,,,,,,
1725440,4,275.64,15,1304,5.863007068634033,0.15825589001178741,,,0.0001,0.2,0.006436357,0.5183822718262673,0.4432641863822937,,-0.4036484360694885,1677,0.0679296875,,,-0.0029676331998780368,,,,,,,,,,
1730560,5,267.74,19,1292,5.974620342254639,0.17418329417705536,,,0.0001,0.2,0.005729285,0.6010386204719543,0.4609317183494568,,-0.38814542412757874,1682,0.04796875,,,-0.0032569743460044267,,,,,,,,,,
1735680,6,262.38,23,1282,6.257516860961914,0.33309853076934814,,,0.0001,0.2,0.005054704,0.6524345314502716,0.3342885375022888,,-0.37591650426387785,1687,0.048125,,,-0.001669983728788793,,,,,,,,,,
1740800,7,263.16,28,1266,6.319952964782715,0.38374167680740356,,,0.0001,0.2,0.004366013,0.6493232762813568,0.3599921464920044,,-0.3907187959551811,1692,0.044765625,,,-0.001080248081125319,,,,,,,,,,
1745920,8,268.21,32,1264,6.23438835144043,0.21492712199687958,,,0.0001,0.2,0.0033259206,0.5773082196712493,0.2766841650009155,,-0.39028961449861527,1697,0.051171875,,,-0.0006793576152995229,,,,,,,,,,
1751040,9,270.23,36,1259,6.149178504943848,0.19936814904212952,,,0.0001,0.2,0.007210642,0.6225064927339554,0.3111788034439087,,-0.3859676516056061,1702,0.0687890625,,,-0.002194658569060266,,,,,,,,,,
1756160,10,278.99,40,1256,6.027510166168213,0.15093185007572174,,,0.0001,0.2,0.0067543597,0.43082962423563004,0.4793434143066406,,-0.3822398194670677,1707,0.0670703125,,,-0.002421120817307383,,,,,,,,,,
,,,,,,0.2432427853345871,,,0.0001,0.2,0.007876897,0.7231972232460976,0.26100605726242065,,-0.386756711602211,1712,0.06421875,,,0.00043700137175619604,,,921600,270.42,6.061233254484832,0.83,3,2.5602976455599635,0,93.0826707824824
1761280,1,276.43,3,1661,5.988630771636963,,3,0.0001,,,,,,921600,,,,440,11,,0.015,15,,,,,,,,
1766400,2,270.85,7,1392,6.0787672996521,0.23875021934509277,,,0.0001,0.2,0.006752178,0.647317589521408,0.3752479553222656,,-0.38332601487636564,1717,0.053359375,,,-0.0032672470482066275,,,,,,,,,,
1771520,3,278.72,11,1339,5.91726541519165,0.35633185505867004,,,0.0001,0.2,0.0034805865,0.7011099627614021,0.33325570821762085,,-0.3842332962155342,1722,0.0355859375,,,-0.0004227612493559718,,,,,,,,,,
1776640,4,281.89,15,1321,5.914044380187988,0.276153028011322,,,0.0001,0.2,0.0033389505,0.49820985287427905,0.480343222618103,,-0.3825345265865326,1727,0.0350390625,,,-0.0006822273042052984,,,,,,,,,,
1781760,5,277.32,19,1302,6.0195183753967285,0.34161436557769775,,,0.0001,0.2,0.0049741706,0.6540902876853942,0.3395298719406128,,-0.3824441438913345,1732,0.0555078125,,,-0.002378400908783078,,,,,,,,,,
1786880,6,287.29,23,1280,5.74366569519043,0.2948217988014221,,,0.0001,0.2,0.0045795524,0.6411574032902717,0.3753221035003662,,-0.36926800429821016,1737,0.0543359375,,,-0.0010055041266605258,,,,,,,,,,
1792000,7,284.48,28,1275,5.7683563232421875,0.35291051864624023,,,0.0001,0.2,0.0035465092,0.6790712624788284,0.24533015489578247,,-0.3592801168560982,1742,0.0487109375,,,-0.0012192394863814115,,,,,,,,,,
1797120,8,279.65,32,1269,5.796445846557617,0.28624558448791504,,,0.0001,0.2,0.0057514734,0.5793725201487541,0.42203783988952637,,-0.36432084292173383,1747,0.0526171875,,,-0.004193511134944856,,,,,,,,,,
1802240,9,260.49,36,1260,6.188066005706787,0.2943512201309204,,,0.0001,0.2,0.0039822836,0.7042671233415604,0.41109317541122437,,-0.39166421711444854,1752,0.0329296875,,,-0.0005887668579816818,,,,,,,,,,
1807360,10,256.31,40,1256,6.262111186981201,0.25644972920417786,,,0.0001,0.2,0.0034787245,0.6701800075173378,0.5085710287094116,,-0.3940199914574623,1757,0.0421875,,,-0.001908243428915739,,,,,,,,,,
,,,,,,0.2785947322845459,,,0.0001,0.2,0.00557826,0.6021317523717881,0.5191582441329956,,-0.3891083070635796,1762,0.0545703125,,,-0.0030396195384673774,,,972800,267.01,6.202807554900646,0.86,3,2.4697556710701827,0,96.22624330191843
1812480,1,251.04,3,1668,6.398497104644775,,3,0.0001,,,,,,972800,,,,440,11,,0.015,15,,,,,,,,
1817600,2,257.42,7,1414,6.295590400695801,0.21484269201755524,,,0.0001,0.2,0.0046189246,0.4666412058472633,0.558010995388031,,-0.400180821120739,1767,0.0563671875,,,-0.001706853723153472,,,,,,,,,,
1822720,3,259.62,11,1372,6.197103500366211,0.18290407955646515,,,0.0001,0.2,0.0045173666,0.49246977910399437,0.5175831317901611,,-0.3796713197231293,1772,0.0551953125,,,-0.0028631678549572827,,,,,,,,,,
1827840,4,269.05,15,1337,6.029068470001221,0.14478744566440582,,,0.0001,0.2,0.0039107436,0.4801286333799362,0.46614640951156616,,-0.3538238146901131,1777,0.0373828125,,,-0.0010659471899271012,,,,,,,,,,
1832960,5,271.4,19,1318,5.931515693664551,0.24124804139137268,,,0.0001,0.2,0.0044914884,0.5479794201254845,0.40572816133499146,,-0.3724484521150589,1782,0.0377734375,,,-0.0007777744345366954,,,,,,,,,,
1838080,6,274.25,23,1303,5.814258575439453,0.21968074142932892,,,0.0001,0.2,0.005346817,0.418767369389534,0.4599382281303406,,-0.3494998049736023,1787,0.0450390625,,,-0.0007789952866733074,,,,,,,,,,
1843200,7,263.47,27,1287,6.050534725189209,0.18539252877235413,,,0.0001,0.2,0.004014726,0.4321075224876404,0.4706701636314392,,-0.34117022544145587,1792,0.057734375,,,-9.790440555661916e-05,,,,,,,,,,
1848320,8,264.33,31,1286,6.174987316131592,0.33056730031967163,,,0.0001,0.2,0.004993619,0.5168281787633896,0.45627379417419434,,-0.34192367881536484,1797,0.059921875,,,-0.0017314088880084455,,,,,,,,,,
1853440,9,266.98,36,1278,6.156251430511475,0.27709731459617615,,,0.0001,0.2,0.0054204217,0.627216634452343,0.4662427306175232,,-0.34623326420783995,1802,0.0538671875,,,-0.001290350027848035,,,,,,,,,,
1858560,10,253.71,40,1276,6.483035087585449,0.27005210518836975,,,0.0001,0.2,0.005049368,0.5804764622449875,0.4193245768547058,,-0.3495575460791588,1807,0.047578125,,,-3.071520943194628e-05,,,,,,,,,,
,,,,,,0.3180505633354187,,,0.0001,0.2,0.0056580594,0.6495819148421288,0.39598608016967773,,-0.3600384920835495,1812,0.047265625,,,-0.00329993505962193,,,1024000,273.56,6.198265652507543,0.86,3,2.3470911582037215,0,89.41558253458956
1863680,1,256.08,3,1660,6.4990010261535645,,3,0.0001,,,,,,1024000,,,,440,11,,0.015,15,,,,,,,,
1868800,2,269.04,7,1405,6.172276020050049,0.13202187418937683,,,0.0001,0.2,0.005590344,0.421771896481514,0.4047280550003052,,-0.3591971042752266,1817,0.06421875,,,-0.0036553004989400505,,,,,,,,,,
1873920,3,268.04,11,1336,6.185361862182617,0.201303631067276,,,0.0001,0.2,0.0072884755,0.5370416009426117,0.36894142627716064,,-0.351092983186245,1822,0.0551171875,,,-0.0029554692516103385,,,,,,,,,,
1879040,4,266.13,15,1309,6.201034069061279,0.191993847489357,,,0.0001,0.2,0.005965816,0.6247420954704285,0.36096900701522827,,-0.36294393092393873,1827,0.05359375,,,-0.0022984034940600395,,,,,,,,,,
1884160,5,272.24,19,1296,6.0327324867248535,0.2999369502067566,,,0.0001,0.2,0.004898762,0.6472078514099121,0.30053025484085083,,-0.3652757316827774,1832,0.0465234375,,,-0.0016141629731282591,,,,,,,,,,
1889280,6,279.25,23,1292,5.7856950759887695,0.2974773347377777,,,0.0001,0.2,0.005231519,0.541520716547966,0.39644479751586914,,-0.3811870101094246,1837,0.053984375,,,-0.0024925963487476112,,,,,,,,,,
1894400,7,264.01,28,1275,6.092490196228027,0.3764592409133911,,,0.0001,0.2,0.0033438497,0.5939333939552307,0.3106305003166199,,-0.3860153317451477,1842,0.0484375,,,-1.3823211193084716e-05,,,,,,,,,,
1899520,8,254.51,32,1263,6.275111675262451,0.27035099267959595,,,0.0001,0.2,0.004232695,0.5071746715903283,0.4359089136123657,,-0.40786344587802886,1847,0.05328125,,,-0.0017976264841854572,,,,,,,,,,
1904640,9,256.85,36,1255,6.1847662925720215,0.19160471856594086,,,0.0001,0.2,0.0043099537,0.5175865471363068,0.5404949188232422,,-0.39164995938539504,1852,0.0437109375,,,-0.002448350079357624,,,,,,,,,,
1909760,10,253.72,40,1252,6.302940845489502,0.24092485010623932,,,0.0001,0.2,0.0039157644,0.587387727200985,0.5750046968460083,,-0.3842505568265915,1857,0.0416015625,,,-0.0019567793421447276,,,,,,,,,,
,,,,,,0.31911805272102356,,,0.0001,0.2,0.00503468,0.5508889240026474,0.595022976398468,,-0.404237816631794,1862,0.047890625,,,-0.0020505475671961904,,,1075200,261.19,6.372351078912616,0.88,3,2.2693202378246364,0,85.54796257071236
1914880,1,249.76,3,1698,6.533020496368408,,3,0.0001,,,,,,1075200,,,,440,11,,0.015,15,,,,,,,,
1920000,2,254.29,7,1378,6.519585132598877,0.3689205050468445,,,0.0001,0.2,0.00641249,0.7045350521802902,0.3634418249130249,,-0.4196386057138443,1867,0.066640625,,,-0.00037875655107200146,,,,,,,,,,
1925120,3,262.15,11,1333,6.354822158813477,0.1902271956205368,,,0.0001,0.2,0.002947043,0.621815936267376,0.5617237687110901,,-0.4430099779367447,1872,0.0325,,,-0.0007262793881818653,,,,,,,,,,
1930240,4,260.78,15,1315,6.324026107788086,0.35406944155693054,,,0.0001,0.2,0.0049706837,0.6599384841322898,0.4010213613510132,,-0.3997384342551231,1877,0.0569921875,,,-0.0024161892849951985,,,,,,,,,,
1935360,5,264.72,19,1297,6.318294525146484,0.21235838532447815,,,0.0001,0.2,0.007763562,0.45542529940605164,0.4260178208351135,,-0.3958752024173737,1882,0.06875,,,-0.003108088835142553,,,,,,,,,,
1940480,6,270.03,23,1284,6.065822601318359,0.3268629312515259,,,0.0001,0.2,0.0037951402,0.6105887946486473,0.45655888319015503,,-0.42245172828435895,1887,0.0441015625,,,-0.0019657303555868566,,,,,,,,,,
1945600,7,270.57,28,1275,6.143731117248535,0.23245154321193695,,,0.0001,0.2,0.0041587814,0.47768617630004884,0.4909513592720032,,-0.42779338419437407,1892,0.0510546875,,,-0.0010321515542455017,,,,,,,,,,
1950720,8,270.58,32,1265,6.137967109680176,0.24714134633541107,,,0.0001,0.2,0.0067314664,0.5332286290824413,0.4345390796661377,,-0.427086238861084,1897,0.0512890625,,,-0.003283244143240154,,,,,,,,,,
1955840,9,273.35,36,1260,6.1391825675964355,0.15950101613998413,,,0.0001,0.2,0.0068799807,0.5037939357757568,0.3443145155906677,,-0.41238148242235184,1902,0.05828125,,,-0.0015481739863753318,,,,,,,,,,
1960960,10,274.21,40,1256,6.1354570388793945,0.3345053791999817,,,0.0001,0.2,0.0035450533,0.5800483477115631,0.4851236343383789,,-0.4067828381061554,1907,0.031875,,,-0.000881911045871675,,,,,,,,,,
,,,,,,0.3267675042152405,,,0.0001,0.2,0.00616612,0.5813734808564186,0.5109570026397705,,-0.4185002237558365,1912,0.0564453125,,,-0.0015649577463045716,,,1126400,276.94,5.929446383714676,0.82,3,2.7296240691586564,0,93.88427131314383
1966080,1,277.37,3,1587,6.0752434730529785,,3,0.0001,,,,,,1126400,,,,440,11,,0.015,15,,,,,,,,
1971200,2,279.9,7,1367,5.931480884552002,0.20153501629829407,,,0.0001,0.2,0.0043190094,0.4903141924738884,0.6219605207443237,,-0.4258031687140465,1917,0.0477734375,,,-0.0018624809058383107,,,,,,,,,,
1976320,3,279.8,11,1314,5.941321849822998,0.2998979687690735,,,0.0001,0.2,0.0036836464,0.6316127571463585,0.5412819385528564,,-0.43429017513990403,1922,0.0404296875,,,-0.0011274775257334112,,,,,,,,,,
1981440,4,284.9,15,1291,5.848512172698975,0.3523879051208496,,,0.0001,0.2,0.004971722,0.6849955135583877,0.5280452966690063,,-0.39568943411111834,1927,0.0475,,,-0.001386914630420506,,,,,,,,,,
1986560,5,283.89,19,1284,5.854551792144775,0.4471333920955658,,,0.0001,0.2,0.0051412536,0.8240462785959244,0.538889467716217,,-0.41640437841415406,1932,0.0603515625,,,-0.0030386230512522163,,,,,,,,,,
1991680,6,293.72,24,1276,5.620492458343506,0.3951244354248047,,,0.0001,0.2,0.005580871,0.8457616391777992,0.2777615785598755,,-0.39080997377634047,1937,0.051484375,,,-0.0010799715388566257,,,,,,,,,,
1996800,7,281.8,28,1274,5.8586015701293945,0.21027737855911255,,,0.0001,0.2,0.004471121,0.49696006789803504,0.38843417167663574,,-0.37864927381277086,1942,0.0519140625,,,-0.00031069821212440727,,,,,,,,,,
2001920,8,280.96,32,1265,5.9298272132873535,0.43550264835357666,,,0.0001,0.2,0.006387683,0.7395711636543274,0.3188161849975586,,-0.3894350901246071,1947,0.0528125,,,-0.0008954820269718766,,,,,,,,,,
2007040,9,268.94,36,1260,6.111616611480713,0.35721009969711304,,,0.0001,0.2,0.0048337416,0.6231821727752686,0.4066516160964966,,-0.3749582558870316,1952,0.051640625,,,-0.0012737045483663678,,,,,,,,,,
2012160,10,280.05,40,1258,5.629072666168213,0.2574538588523865,,,0.0001,0.2,0.0044853804,0.5936084461212158,0.500253438949585,,-0.36906806826591493,1957,0.0509765625,,,-0.002571403426118195,,,,,,,,,,
,,,,,,0.33875328302383423,,,0.0001,0.2,0.006027357,0.5322244647145271,0.5658973455429077,,-0.37395784974098206,1962,0.050703125,,,-0.001512478431686759,,,1177600,274.21,6.096060591265559,0.85,3,2.5560863197522314,0,93.71107671988408
2017280,1,275.95,3,1611,5.659598350524902,,3,0.0001,,,,,,1177600,,,,440,11,,0.015,15,,,,,,,,
2022400,2,277.63,7,1381,5.749666213989258,0.3281564712524414,,,0.0001,0.2,0.0048483973,0.7986063054203987,0.41832512617111206,,-0.3717113438248634,1967,0.0481640625,,,-0.00365696853492409,,,,,,,,,,
2027520,3,276.08,11,1334,5.870767116546631,0.40645843744277954,,,0.0001,0.2,0.0040102554,0.8270353028178214,0.4571573734283447,,-0.3705193084478378,1972,0.0413671875,,,-0.0013517350610345602,,,,,,,,,,
2032640,4,279.84,15,1301,5.847207546234131,0.5763877630233765,,,0.0001,0.2,0.0050417446,0.8874446153640747,0.15475618839263916,,-0.3983205386996269,1977,0.0526171875,,,-0.0034445242350921034,,,,,,,,,,
2037760,5,265.76,19,1290,6.398585319519043,0.3226735293865204,,,0.0001,0.2,0.0046223914,0.6526228752732277,0.24319082498550415,,-0.39411359816789626,1982,0.04203125,,,-0.002427884773351252,,,,,,,,,,
2042880,6,261.5,23,1285,6.591970443725586,0.30787378549575806,,,0.0001,0.2,0.0079780705,0.7650731784105301,0.3129945993423462,,-0.4133486342430115,1987,0.0669140625,,,-0.0015155941713601352,,,,,,,,,,
2048000,7,268.42,27,1282,6.482208251953125,0.2540380358695984,,,0.0001,0.2,0.0038247942,0.5968850836157799,0.2771562933921814,,-0.4021598067879677,1992,0.0466796875,,,-0.0010425371723249554,,,,,,,,,,
2053120,8,274.57,32,1277,6.180821418762207,0.21435225009918213,,,0.0001,0.2,0.004042548,0.5664178174734116,0.26753973960876465,,-0.40090413302183153,1997,0.0491796875,,,-0.0018200049968436361,,,,,,,,,,
2058240,9,275.97,36,1272,6.216003894805908,0.18520167469978333,,,0.0001,0.2,0.003562772,0.4637375968694687,0.3306875228881836,,-0.36801968306303023,2002,0.04125,,,-4.177019465714693e-05,,,,,,,,,,
2063360,10,283.28,40,1269,6.009152412414551,0.29219675064086914,,,0.0001,0.2,0.0050394107,0.6901408717036247,0.353343665599823,,-0.3569484093785286,2007,0.053125,,,-0.0024863106315024196,,,,,,,,,,
,,,,,,0.24272039532661438,,,0.0001,0.2,0.005361494,0.5621807792782784,0.4259040951728821,,-0.35822793155908583,2012,0.055,,,-0.0012034648982807994,,,1228800,258.53,6.447653225138783,0.89,3,2.1851392769492106,0,85.82079643070203
2068480,1,286.41,3,1651,5.870853900909424,,3,0.0001,,,,,,1228800,,,,440,11,,0.015,15,,,,,,,,
2073600,2,292.16,7,1380,5.653254985809326,0.3124900162220001,,,0.0001,0.2,0.0047076,0.5091030785441398,0.5401882529258728,,-0.37463397115468977,2017,0.0430078125,,,-0.0019429903943091631,,,,,,,,,,
2078720,3,289.39,11,1327,5.685585975646973,0.20974208414554596,,,0.0001,0.2,0.0042695575,0.5358759070932865,0.5680234432220459,,-0.36739061772823334,2022,0.03890625,,,-0.0018406208278611302,,,,,,,,,,
2083840,4,279.36,15,1301,5.854166030883789,0.24753700196743011,,,0.0001,0.2,0.004962531,0.6022963586449623,0.5202621221542358,,-0.33973038017749785,2027,0.04375,,,-0.0015591651131398976,,,,,,,,,,
2088960,5,277.96,19,1287,5.863142013549805,0.2226315438747406,,,0.0001,0.2,0.004705081,0.5830043944716453,0.5472249984741211,,-0.35012310057878493,2032,0.05375,,,-0.0016883555706590414,,,,,,,,,,
2094080,6,272.16,24,1277,6.0642242431640625,0.28578808903694153,,,0.0001,0.2,0.0034908396,0.6711081284284591,0.5691967010498047,,-0.3443938452005386,2037,0.0367578125,,,-0.0017897514207288624,,,,,,,,,,
2099200,7,274.6,28,1275,6.064291954040527,0.3618243932723999,,,0.0001,0.2,0.0060744053,0.7273379719257355,0.36829930543899536,,-0.34711496710777284,2042,0.05015625,,,-0.001403004634194076,,,,,,,,,,
2104320,8,271.95,32,1270,6.144254207611084,0.16138224303722382,,,0.0001,0.2,0.003813029,0.5407749161124229,0.46695566177368164,,-0.3755194902420044,2047,0.0508203125,,,-0.0010399114526808261,,,,,,,,,,
2109440,9,272.77,36,1268,6.134764194488525,0.17205949127674103,,,0.0001,0.2,0.004904033,0.43455029785633087,0.45314788818359375,,-0.3703672629594803,2052,0.05625,,,-0.002369802822358906,,,,,,,,,,
2114560,10,273.81,40,1266,6.055121898651123,0.18882450461387634,,,0.0001,0.2,0.006751769,0.5188776960968972,0.5351170301437378,,-0.38736570566892625,2057,0.0676953125,,,-0.003101050271652639,,,,,,,,,,
,,,,,,0.2734520137310028,,,0.0001,0.2,0.0042019486,0.5590544557571411,0.5558654069900513,,-0.3765841665863991,2062,0.0441796875,,,-0.002149986398871988,,,1280000,286.55,5.6177395106852055,0.78,3,2.9748409649374215,0,100.50794744695564
2119680,1,277.8,3,1591,5.982616424560547,,3,0.0001,,,,,,1280000,,,,440,11,,0.015,15,,,,,,,,
2124800,2,270.94,7,1359,6.090652942657471,0.3636030852794647,,,0.0001,0.2,0.006641364,0.6467738822102547,0.46255213022232056,,-0.3633560487627983,2067,0.067109375,,,-0.0013093279162421823,,,,,,,,,,
2129920,3,274.1,11,1314,5.887750148773193,0.4025135636329651,,,0.0001,0.2,0.008088082,0.7251181480288506,0.42385393381118774,,-0.37345607578754425,2072,0.0723828125,,,-0.0038081294018775225,,,,,,,,,,
2135040,4,274.16,15,1296,5.963079452514648,0.20339949429035187,,,0.0001,0.2,0.0057867267,0.5337519598007202,0.49272334575653076,,-0.33781198382377625,2077,0.0445703125,,,-0.0026860447973012925,,,,,,,,,,
2140160,5,280.66,19,1283,5.925500392913818,0.3412298858165741,,,0.0001,0.2,0.005024934,0.6274389117956162,0.45969152450561523,,-0.33791121780872346,2082,0.0429296875,,,-0.0028828721772879364,,,,,,,,,,
2145280,6,281.99,24,1278,6.016496658325195,0.29124534130096436,,,0.0001,0.2,0.003431913,0.7295123571157456,0.5643225908279419,,-0.3412478879094124,2087,0.045,,,-0.0017440616758540273,,,,,,,,,,
2150400,7,279.05,28,1274,6.052026748657227,0.26567113399505615,,,0.0001,0.2,0.0047238027,0.7910304602980613,0.31220269203186035,,-0.351846296787262,2092,0.0488671875,,,-0.0026085931342095135,,,,,,,,,,
2155520,8,277.8,32,1274,6.112616062164307,0.3258801996707916,,,0.0001,0.2,0.006885116,0.6295078590512275,0.33950185775756836,,-0.36291021287441255,2097,0.065390625,,,-0.0022083406057208776,,,,,,,,,,
2160640,9,280.1,36,1271,6.079855918884277,0.28822898864746094,,,0.0001,0.2,0.004544511,0.6635966396331787,0.4965967535972595,,-0.3397788283228874,2102,0.0494921875,,,-0.0024732362991198896,,,,,,,,,,
2165760,10,277.99,40,1266,6.008010387420654,0.29787012934684753,,,0.0001,0.2,0.004316888,0.7104483342170715,0.3740721344947815,,-0.330097599029541,2107,0.046015625,,,-0.001989202694967389,,,,,,,,,,
,,,,,,0.18539677560329437,,,0.0001,0.2,0.0045826724,0.578873585164547,0.5214663743972778,,-0.3301832023262978,2112,0.0489453125,,,-0.002998611470684409,,,1331200,252.21,6.592136094197631,0.91,3,2.0224886635628097,0,83.46296124629175
2170880,1,272.09,3,1593,6.106914043426514,,3,0.0001,,,,,,1331200,,,,440,11,,0.015,15,,,,,,,,
2176000,2,271.9,7,1359,6.151925086975098,0.4279656410217285,,,0.0001,0.2,0.003758495,0.7834457159042358,0.4036738872528076,,-0.33544528007507324,2117,0.0410546875,,,-0.0019475665548816324,,,,,,,,,,
2181120,3,271.43,11,1317,6.116165637969971,0.37610188126564026,,,0.0001,0.2,0.0057217437,0.7875755348801613,0.3214266300201416,,-0.3333060950040817,2122,0.0441015625,,,-0.0009070491977036,,,,,,,,,,
2186240,4,268.8,15,1300,6.22859001159668,0.3997267484664917,,,0.0001,0.2,0.0030136146,0.5796123051643371,0.5039056539535522,,-0.3408602198958397,2127,0.0383203125,,,-0.001432254994288087,,,,,,,,,,
2191360,5,270.92,19,1282,6.228219032287598,0.35614433884620667,,,0.0001,0.2,0.0038560193,0.7528253427147865,0.3424927592277527,,-0.3391989061236382,2132,0.03609375,,,-0.0014600492035970092,,,,,,,,,,
2196480,6,270.02,24,1271,6.198397636413574,0.2674492597579956,,,0.0001,0.2,0.00791133,0.6403634697198868,0.3862761855125427,,-0.35600836485624315,2137,0.054921875,,,-0.0013406148366630077,,,,,,,,,,
2201600,7,266.82,28,1266,6.225611686706543,0.26167812943458557,,,0.0001,0.2,0.005597825,0.5299082204699517,0.554070770740509,,-0.3479929465055466,2142,0.0656640625,,,-0.0027087961742654444,,,,,,,,,,
2206720,8,258.91,32,1263,6.332064151763916,0.30892783403396606,,,0.0001,0.2,0.009989604,0.6279238379001617,0.37217557430267334,,-0.34324743241071703,2147,0.0559375,,,-0.00077182003762573,,,,,,,,,,
2211840,9,258.38,36,1263,6.330239295959473,0.3537009656429291,,,0.0001,0.2,0.0049864473,0.5992321854829789,0.4629179835319519,,-0.36690511703491213,2152,0.0692578125,,,-0.0012854302860796452,,,,,,,,,,
2216960,10,252.37,40,1261,6.476163387298584,0.22369171679019928,,,0.0001,0.2,0.0048584393,0.5170709854364395,0.5057194828987122,,-0.35609650701284407,2157,0.0521875,,,-0.0022417691675946116,,,,,,,,,,
,,,,,,0.21262313425540924,,,0.0001,0.2,0.0036513812,0.5402835762500763,0.37803471088409424,,-0.37175233781337735,2162,0.04171875,,,-0.0013335484499111773,,,1382400,270.15,6.152585220336914,0.85,3,2.488546657394007,0,86.81098720784139
2222080,1,253.59,3,1636,6.605555534362793,,3,0.0001,,,,,,1382400,,,,440,11,,0.015,15,,,,,,,,
2227200,2,253.72,7,1392,6.586383819580078,0.202457994222641,,,0.0001,0.2,0.0055527776,0.4653988549113274,0.386646032333374,,-0.35393224596977235,2167,0.057734375,,,-0.0025071339076384903,,,,,,,,,,
2232320,3,261.87,11,1343,6.437495231628418,0.21262291073799133,,,0.0001,0.2,0.010902955,0.4599859529733658,0.43242233991622925,,-0.3443645426630974,2172,0.0635546875,,,-0.004123641597107053,,,,,,,,,,
2237440,4,253.02,15,1308,6.504354476928711,0.19889679551124573,,,0.0001,0.2,0.004142181,0.41654034838080406,0.4897746443748474,,-0.3504901134967804,2177,0.055546875,,,-0.0007076041074469686,,,,,,,,,,
2242560,5,258.32,19,1294,6.279957294464111,0.19028694927692413,,,0.0001,0.2,0.0061860913,0.3860819560289383,0.528130292892456,,-0.35521969735622405,2182,0.0512890625,,,-0.0016331679094582796,,,,,,,,,,
2247680,6,261.55,23,1288,6.227130889892578,0.20970210433006287,,,0.0001,0.2,0.0058013164,0.3897042475640774,0.509552001953125,,-0.33375053852796555,2187,0.0618359375,,,-0.001542267664335668,,,,,,,,,,
